Theodor-Heuss-Straße | from 21509749 → 265590631
Olgastraße | from 21777389 → 21756477
['Kaiser-Friedrich-Platz', 'Holzstraße'] | from 21777389 → 975114006
Olgastraße | from 21777389 → 21992480
Achtungstraße | from 21992480 → 676619513
Achtungstraße | from 21992480 → 420834820
Olgastraße | from 21992480 → 21777389
Olgastraße | from 21992480 → 25231693
Jägerhausstraße | from 21777630 → 1129513455
Jägerhausstraße | from 21777630 → 30050052
Jägerhausstraße | from 1129513455 → 21777630
Richard-Becker-Straße | from 1129513455 → 527847497
Jägerhausstraße | from 1129513455 → 1027985820
Jägerhausstraße | from 30050052 → 21777630
Jägerhausstraße | from 30050052 → 23742334
Im Wannental | from 30050052 → 30050053
Neckartalstraße | from 21777659 → 29051213
Neckartalstraße | from 29051213 → 1072721458
August-Häußer-Straße | from 29051213 → 29051212
Silcherstraße | from 1180986854 → 21777853
Silcherstraße | from 1180986854 → 1133490603
Schwabstraße | from 1180986854 → 1182683229
Waiblingerstraße | from 732715209 → 26749750
Gutenbergstraße | from 732715209 → 29081543
Waiblingerstraße | from 732715209 → 1133490603
Einsteinstraße | from 21777880 → 1031041134
Einsteinstraße | from 21777880 → 21778291
Ehrlichstraße | from 21777880 → 1132413079
Einsteinstraße | from 1031041134 → 1028026721
Einsteinstraße | from 1031041134 → 21777880
Gutbrodweg | from 1031041134 → 266683072
Am Seelesberg | from 21778291 → 1031084312
Einsteinstraße | from 21778291 → 21777880
Einsteinstraße | from 21778291 → 1129513426
Ehrlichstraße | from 1132413079 → 21777880
Friedenstraße | from 21778036 → 1552848580
Friedenstraße | from 21778036 → 26784658
Blumhardtstraße | from 21778036 → 24911578
['Stedinger Straße', 'Eisenbahnstraße', 'Blumhardtstraße'] | from 21778036 → 21990897
Eppinger Straße | from 1552848580 → 24942569
Eppinger Straße | from 1552848580 → 94584768
Friedenstraße | from 1552848580 → 94655047
Friedenstraße | from 1552848580 → 21778036
Friedenstraße | from 26784658 → 21778036
Heinrichstraße | from 26784658 → 21860635
Schuchmannstraße | from 26784658 → 1558545850
Stedinger Straße | from 21990897 → 1558545828
Rathausstraße | from 21990897 → 338803972
['Stedinger Straße', 'Eisenbahnstraße', 'Blumhardtstraße'] | from 21990897 → 21778036
Dinkelsbühler Straße | from 90465723 → 21778193
Dinkelsbühler Straße | from 90465723 → 90465708
Nördlinger Straße | from 90465723 → 373408489
['Semmelweisstraße', 'Eberhard-Gmelin-Straße'] | from 1031084312 → 1028026721
Am Seelesberg | from 1031084312 → 1025272812
Am Seelesberg | from 1031084312 → 21778291
Einsteinstraße | from 1129513426 → 21778291
Unnamed | from 1129513426 → 1129513368
Dittmarstraße | from 421765380 → 21778317
Robert-Koch-Straße | from 421765380 → 1132413083
Dittmarstraße | from 421765380 → 26749769
Im Gemmingstal | from 95034872 → 21778317
Nürnberger Straße | from 95034872 → 95034779
Im Gemmingstal | from 95034872 → 1067949146
Wilhelm-Blos-Straße | from 525779986 → 94077895
Katzensteige | from 525779986 → 94076593
Katzensteige | from 525779986 → 21778376
Fasanenstraße | from 437321030 → 1159361209
Schlizstraße | from 437321030 → 21778376
Schlizstraße | from 437321030 → 1561447071
Landwehrstraße | from 29051219 → 94905103
Neckargartacher Straße | from 29051219 → 94905110
Neckargartacher Straße | from 29051219 → 21778563
Heidelberger Straße | from 709070255 → 25293369
Unnamed | from 709070255 → 21756363
Heidelberger Straße | from 709070255 → 21778563
Saarlandstraße | from 21778666 → 2172103027
Neckargartacher Straße | from 21778666 → 1728178513
Römerstraße | from 2172103027 → 2172103028
Saarlandstraße | from 2172103027 → 800171276
Neckargartacher Straße | from 1728178513 → 29051193
Unnamed | from 21778691 → 989198378
Saarlandstraße | from 21778691 → 1535175068
Unnamed | from 989198378 → 21777659
Saarlandstraße | from 1535175068 → 21778712
Unnamed | from 1535175068 → 989198378
Unnamed | from 21778712 → 1535175072
Saarlandstraße | from 21778712 → 21778718
Saarlandstraße | from 21778718 → 21509915
Edisonstraße | from 21859999 → 432630362
Edisonstraße | from 21859999 → 4975003310
Edisonstraße | from 21859999 → 619535356
Edisonstraße | from 432630362 → 21859999
Edisonstraße | from 4975003310 → 21859999
Unnamed | from 4975003310 → 4975003306
Edisonstraße | from 4975003310 → 5012388530
Edisonstraße | from 619535356 → 2436611357
Edisonstraße | from 619535356 → 459264932
Edisonstraße | from 619535356 → 21859999
Heinrichstraße | from 21860622 → 339020753
Dorfplatz | from 21860622 → 94651338
Stedinger Straße | from 21860622 → 1558545828
Heinrichstraße | from 339020753 → 21860635
Heinrichstraße | from 339020753 → 21860622
Stedinger Straße | from 339020753 → 1558545837
Stedinger Straße | from 1558545828 → 21990897
Kirchsteige | from 1558545828 → 388990993
Stedinger Straße | from 1558545828 → 21860622
Heinrichstraße | from 21860635 → 339020753
Dorfgraben | from 21860635 → 892501409
Heinrichstraße | from 21860635 → 26784658
Dorfgraben | from 892501409 → 21860635
Heuchelbergstraße | from 21991794 → 25554091
Ludwigsburger Straße | from 21991794 → 1559022297
Hohlstraße | from 21991794 → 339031086
Heuchelbergstraße | from 25554091 → 1559022295
Fritz-Ulrich-Straße | from 25554091 → 25554086
Glockenstraße | from 25554091 → 25711061
Ludwigsburger Straße | from 1559022297 → 25711058
Hofmannweg | from 1559022297 → 31223779
Weststraße | from 425943545 → 21992478
Weststraße | from 425943545 → 973992448
Achtungstraße | from 1558546013 → 420834820
Mozartstraße | from 1558546013 → 25231697
Achtungstraße | from 1558546013 → 21992478
Achtungstraße | from 676619513 → 21992484
Achtungstraße | from 676619513 → 21992480
Achtungstraße | from 420834820 → 249139448
Achtungstraße | from 420834820 → 1558546013
Achtungstraße | from 420834820 → 21992480
Herrmannstraße | from 25231693 → 973992372
Olgastraße | from 25231693 → 21992480
Olgastraße | from 25231693 → 973953852
Badstraße | from 21992484 → 975114006
Badstraße | from 21992484 → 773264714
Olgastraße | from 773264714 → 126308298
Badstraße | from 773264714 → 21992484
Badstraße | from 773264714 → 126319790
Unnamed | from 23699669 → 26888889
Wartberg | from 23699669 → 30901377
Unnamed | from 23699669 → 1556915843
Unnamed | from 26888889 → 23699669
Wartberg | from 30901377 → 30901377
Wartberg | from 30901377 → 30901377
Wartberg | from 30901377 → 23699669
Öhringer Straße | from 1556915843 → 26888868
['Öhringer Straße', 'Haller Straße'] | from 1556915843 → 12657650541
Unnamed | from 1556915843 → 23699669
Orthstraße | from 23715503 → 1059989224
Klopstockstraße | from 23715503 → 30901777
Paul-Göbel-Straße | from 23715503 → 1059952633
Orthstraße | from 1059989224 → 23715503
Paul-Göbel-Straße | from 1059989224 → 26769625
Orthstraße | from 1059989224 → 1059989186
Wilhelm-Busch-Straße | from 30901777 → 30901779
Klopstockstraße | from 30901777 → 23715503
Wilhelm-Busch-Straße | from 30901777 → 30901778
Paul-Göbel-Straße | from 1059952633 → 1059989215
Paul-Göbel-Straße | from 1059952633 → 1561854867
Sichererstraße | from 23715513 → 96031808
Paul-Göbel-Straße | from 23715513 → 535188984
['Nordstraße', 'Dammstraße'] | from 96031808 → 96032049
Nordstraße | from 96031808 → 31150591
Sichererstraße | from 96031808 → 96032046
Sichererstraße | from 96031808 → 23715513
Paul-Göbel-Straße | from 535188984 → 535188976
Paul-Göbel-Straße | from 535188984 → 26769590
Jägerhausstraße | from 23741788 → 23741810
Jägerhausstraße | from 23741788 → 1027985786
Häldensteige | from 23741788 → 26755075
Arndtstraße | from 23741810 → 197722868
Jägerhausstraße | from 23741810 → 23741788
Jägerhausstraße | from 23741810 → 94071533
Jägerhausstraße | from 1027985786 → 309941167
Jägerhausstraße | from 1027985786 → 1129513368
Jägerhausstraße | from 1027985786 → 23741788
['Häldensteige', 'Krumme Steige'] | from 26755075 → 1030983765
Häldensteige | from 26755075 → 23741788
Trappensee | from 26755075 → 445399410
Arndtstraße | from 197722868 → 23741810
Jägerhausstraße | from 94071533 → 11150211508
Schirrmannstraße | from 94071533 → 1030983765
Jägerhausstraße | from 94071533 → 23741810
Siebennussbaumstraße | from 23742334 → 29089769
['Bismarckstraße', 'Jägerhausstraße'] | from 23742334 → 1348261476
Jägerhausstraße | from 23742334 → 30050052
['Karlstraße', 'Siebennussbaumstraße'] | from 29089769 → 29089782
Siebennussbaumstraße | from 29089769 → 1348261476
Jägerhausstraße | from 29089769 → 1783676969
Bismarckstraße | from 1348261476 → 1561447061
['Bismarckstraße', 'Jägerhausstraße'] | from 1348261476 → 23742334
Bismarckstraße | from 23742590 → 535196468
Bismarckstraße | from 23742590 → 30904064
Goethestraße | from 23742590 → 23742909
Bismarckstraße | from 535196468 → 30654771
Bismarckstraße | from 535196468 → 23742590
Alexanderstraße | from 30904064 → 30503761
Kernerstraße | from 30904064 → 2272655276
Bismarckstraße | from 30904064 → 1022056770
Bismarckstraße | from 30904064 → 23742590
Goethestraße | from 23742909 → 471884876
Moltkestraße | from 23742909 → 30050290
Goethestraße | from 23742909 → 23742590
Goethestraße | from 471884876 → 96062338
Goethestraße | from 471884876 → 23742909
Moltkestraße | from 471884876 → 2270839097
Moltkestraße | from 30050290 → 2272655276
Moltkestraße | from 30050290 → 471884877
Wollhausstraße | from 23743141 → 23743145
Wollhausstraße | from 23743141 → 1561854855
Am Wollhaus | from 23743145 → 1232804359
['Am Wollhaus', 'Allee'] | from 23743145 → 1232733511
Uhlandstraße | from 1561854855 → 1559022371
Wollhausstraße | from 1561854855 → 94819585
Wollhausstraße | from 1561854855 → 23743141
Am Wollhaus | from 1232804359 → 25185475
Am Wollhaus | from 1232804359 → 1232804356
Allee | from 1232733511 → 249173787
Titotstraße | from 1232733511 → 2463727321
Rollwagstraße | from 23743241 → 23743257
['Am Wollhaus', 'Wilhelmstraße'] | from 23743241 → 25185589
Rollwagstraße | from 23743257 → 25185589
Rollwagstraße | from 23743257 → 1561854854
Wilhelmstraße | from 25185589 → 25185641
Götzenturmstraße | from 1561854854 → 26769613
Rollwagstraße | from 1561854854 → 24344921
Rollwagstraße | from 1561854854 → 23743257
Rollwagstraße | from 23743337 → 1558546008
Allerheiligenstraße | from 23743337 → 26769594
['Rosenbergstraße', 'Rollwagstraße'] | from 23743337 → 583327611
Rollwagstraße | from 1558546008 → 23743337
Allerheiligenstraße | from 26769594 → 23743337
Allerheiligenstraße | from 26769594 → 418464979
['Rosenbergstraße', 'Rollwagstraße'] | from 583327611 → 23743337
Rosenbergstraße | from 583327611 → 246676251
Bahnhofstraße | from 23824948 → 2313011120
Bahnhofstraße | from 23824948 → 1558546045
Bahnhofstraße | from 2313011120 → 1119003042
Bahnhofstraße | from 2313011120 → 384922484
Bahnhofstraße | from 1558546045 → 12986066580
Bahnhofstraße | from 1558546045 → 23824977
Olgastraße | from 23824977 → 444564873
Bahnhofstraße | from 23824977 → 1558546045
Bahnhofstraße | from 23824977 → 24345917
Olgastraße | from 444564873 → 25231962
['Hans-Rießer-Straße', 'August-Läpple-Straße'] | from 11976524087 → 24344542
Hans-Rießer-Straße | from 11976524087 → 11976524374
Austraße | from 11976524084 → 24344542
Austraße | from 11976524084 → 2619421383
Unnamed | from 770692748 → 770692739
Austraße | from 770692748 → 24344542
Austraße | from 770692748 → 770692816
Rosenbergstraße | from 24344589 → 24344810
Cäcilienstraße | from 24344589 → 24345603
Cäcilienstraße | from 24344589 → 30848580
Rosenbergstraße | from 24344589 → 350052783
Rosenbergstraße | from 24344810 → 24344589
Kurze Straße | from 24344810 → 24345333
Rosenbergstraße | from 24344810 → 246676251
Cäcilienstraße | from 24345603 → 24344589
Bergstraße | from 24345603 → 24345333
Bergstraße | from 24345603 → 25185835
Cäcilienstraße | from 30848580 → 24344589
Rosenau | from 350052783 → 350052933
Rosenbergstraße | from 350052783 → 395825873
Rosenbergstraße | from 350052783 → 24344589
Kurze Straße | from 24345333 → 24344810
Bergstraße | from 24345333 → 24344921
Rosenbergstraße | from 246676251 → 24344810
Rosenbergstraße | from 246676251 → 246676245
Unnamed | from 24344904 → 529834553
Binswanger Straße | from 24344904 → 432825420
Neckarsulmer Straße | from 529834553 → 432825501
Binswanger Straße | from 432825420 → 21730283
Neckarsulmer Straße | from 432825420 → 529834553
Rollwagstraße | from 24344921 → 246676245
Rollwagstraße | from 24344921 → 1561854854
Rosenbergstraße | from 246676245 → 583327611
Rollwagstraße | from 246676245 → 24344921
Jörgstraße | from 24345193 → 321573458
Friedrich-Ebert-Straße | from 24345193 → 537863079
Jörgstraße | from 321573458 → 1431733009
Raabeweg | from 321573458 → 528607977
Raabeweg | from 321573458 → 321573619
Jörgstraße | from 321573458 → 24345193
Käferflugstraße | from 537863079 → 1431733001
Käferflugstraße | from 537863079 → 537863091
Bergstraße | from 25185835 → 24345603
Innsbrucker Straße | from 25185835 → 1561711738
Eppinger Straße | from 94584768 → 1552848580
Eppinger Straße | from 94584768 → 26784620
Klingenberger Straße | from 94584768 → 94655043
Max-Planck-Straße | from 24942232 → 24950130
Lise-Meitner-Straße | from 24942232 → 1262361193
Max-Planck-Straße | from 24950130 → 24950131
Max-Planck-Straße | from 24950130 → 1561711327
Lise-Meitner-Straße | from 1262361193 → 1262361193
Lise-Meitner-Straße | from 1262361193 → 1262361193
Lise-Meitner-Straße | from 1262361193 → 24942232
Sontheimer Landwehr | from 24942235 → 1559033311
Charlottenstraße | from 24942235 → 81803365
Charlottenstraße | from 24942235 → 29079215
Kauffmannstraße | from 24942235 → 29079296
Fontanestraße | from 1559033311 → 81803365
Sontheimer Landwehr | from 1559033311 → 24942242
Sontheimer Landwehr | from 1559033311 → 24942235
Charlottenstraße | from 81803365 → 24942235
Charlottenstraße | from 81803365 → 24942259
Beethovenstraße | from 29079215 → 31305001
Beethovenstraße | from 29079215 → 1243241547
Charlottenstraße | from 29079215 → 25231622
Charlottenstraße | from 29079215 → 24942235
Kauffmannstraße | from 29079296 → 36464149
Haydnstraße | from 29079296 → 1243241547
Kauffmannstraße | from 29079296 → 24942235
Geibelstraße | from 24942242 → 254504481
Sontheimer Landwehr | from 24942242 → 29709267
Sontheimer Landwehr | from 24942242 → 1559033311
Geibelstraße | from 254504481 → 24942242
Hauffstraße | from 29709267 → 29709275
Sontheimer Landwehr | from 29709267 → 33240882
Sontheimer Landwehr | from 29709267 → 24942242
John-F.-Kennedy-Straße | from 343206186 → 485083472
John-F.-Kennedy-Straße | from 343206186 → 24942259
John-F.-Kennedy-Straße | from 343206186 → 1255490841
Liststraße | from 24942316 → 277794526
Eythstraße | from 24942316 → 1274345585
Eythstraße | from 24942316 → 665145901
Liststraße | from 277794526 → 24942316
